person_age,person_income,person_home_ownership,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,loan_status
23,42500,2,0,0,8000,12.21,0.19,0
22,45000,0,2,2,5200,6.99,0.12,0
24,24996,1,0,0,5000,12.69,0.2,0
32,30000,0,2,0,7500,12.42,0.25,0
22,30996,0,4,2,1500,7.05,0.05,0
22,250000,2,0,2,10000,7.51,0.04,0
23,102000,2,4,1,7000,11.66,0.07,0
31,42500,0,1,0,3500,9.99,0.08,0
24,100800,2,3,0,12000,12.67,0.12,0
27,55000,0,4,1,7500,13.22,0.14,0
22,60000,2,3,2,3000,7.66,0.05,0
29,60000,0,5,1,12000,12.23,0.2,0
23,45000,0,2,2,8000,8.94,0.18,0
24,75000,2,0,2,4000,7.29,0.05,0
32,30000,0,1,2,5000,7.9,0.17,0
32,60000,0,2,1,12000,13.22,0.2,0
24,45000,1,3,2,5000,7.88,0.11,0
22,60000,2,0,2,12000,7.9,0.2,0
23,100000,2,0,2,12000,8.94,0.12,0
60,45000,0,2,1,8000,12.99,0.18,0
22,50000,0,0,1,6000,12.53,0.12,0
31,70000,2,3,2,10000,7.49,0.14,0
23,42000,0,4,2,4500,7.51,0.11,0
29,52000,2,4,0,10000,10.99,0.19,0
43,36000,2,1,2,5000,5.42,0.14,0
25,62000,0,2,3,7500,15.05,0.12,1
35,57768,2,2,0,13000,10.37,0.22,0
22,45000,1,0,2,4200,5.79,0.1,0
24,85000,2,3,2,8000,5.99,0.1,0
24,133000,2,5,2,3000,8.0,0.02,0
24,99996,2,0,2,10000,5.42,0.1,0
23,34000,2,4,3,10000,14.54,0.29,1
49,110000,2,2,2,3600,6.03,0.03,0
28,42000,0,3,0,5000,10.59,0.12,0
23,51996,2,3,2,6000,7.88,0.12,0
23,39000,0,0,1,12000,13.22,0.31,1
31,75000,2,0,0,15000,11.99,0.2,0
38,36000,2,4,2,9000,5.99,0.25,0
22,60000,2,1,0,10000,11.12,0.17,0
24,62800,0,1,4,20000,17.04,0.32,1
22,82500,2,3,2,11500,7.51,0.14,0
25,70000,0,0,1,20000,14.27,0.29,0
23,50000,2,4,2,8000,7.9,0.16,0
23,38220,2,1,0,14400,10.99,0.4,0
23,50000,0,2,2,10000,7.88,0.2,0
30,110000,0,1,2,12000,8.94,0.11,0
23,60000,0,0,2,7000,7.14,0.12,0
23,56000,0,3,0,9500,9.7,0.17,0
24,45000,2,5,2,12000,6.62,0.27,0
31,75000,2,4,2,15000,6.03,0.2,0
30,50000,0,3,1,4000,12.53,0.08,0
23,70000,0,4,2,3600,7.49,0.05,0
25,75000,1,3,2,10000,9.63,0.13,0
32,40000,0,0,2,8000,7.29,0.2,0
32,83000,2,0,3,25000,15.95,0.3,0
29,42000,0,2,3,14000,14.96,0.35,1
24,88296,2,5,0,15000,11.58,0.17,0
33,65000,0,5,0,3200,11.71,0.05,0
24,56000,0,1,1,9000,12.87,0.16,0
29,50000,1,3,2,20000,6.54,0.4,0
30,50000,2,4,0,4000,10.25,0.08,0
23,45000,0,1,0,10000,10.37,0.22,0
33,60000,0,4,2,3000,7.29,0.05,0
29,70000,2,5,1,10000,14.26,0.14,0
21,57000,0,0,2,13000,5.42,0.23,0
31,140000,0,3,2,8400,6.99,0.06,0
31,172000,2,5,2,15000,6.91,0.09,0
31,83500,0,3,0,3500,11.83,0.04,0
28,70000,2,0,2,3500,6.62,0.05,0
21,140000,2,4,2,18000,6.91,0.13,0
26,60000,2,2,2,12000,7.29,0.2,0
38,65000,0,4,1,3100,13.49,0.05,0
22,50000,2,3,2,6000,7.9,0.12,0
26,66300,0,4,2,6000,6.92,0.09,0
43,56100,0,1,1,20000,13.47,0.39,1
22,40000,0,0,2,6000,6.17,0.15,0
21,40000,0,0,2,5000,7.88,0.13,0
28,29000,0,2,0,4000,10.95,0.14,0
27,50000,0,4,1,3600,14.35,0.07,0
24,56920,0,1,3,4000,15.05,0.07,1
22,65000,0,4,2,10000,6.03,0.15,0
44,35000,0,1,2,8000,8.9,0.23,0
32,60000,0,3,1,6000,14.27,0.1,0
21,50000,2,4,2,7000,7.51,0.14,0
22,50000,2,3,2,5000,6.62,0.1,0
26,20000,0,1,2,5000,8.59,0.25,0
23,60000,0,0,0,18000,10.75,0.3,0
22,80000,2,0,2,7000,7.14,0.09,0
25,51360,0,3,0,10000,12.42,0.19,0
27,120000,2,1,0,25000,10.99,0.21,0
23,98000,2,5,2,10000,6.62,0.1,1
22,50000,0,4,0,10000,12.69,0.2,0
24,49700,0,1,0,6000,10.37,0.12,0
58,60000,0,2,1,8000,13.57,0.13,0
23,95000,2,3,0,2400,9.91,0.03,0
26,68000,2,0,2,5000,7.51,0.07,0
32,65000,2,3,0,13750,9.88,0.22,0
28,72000,2,4,2,6000,5.42,0.08,0
29,90000,2,4,0,14400,11.99,0.16,0
30,100000,2,0,2,1200,8.32,0.01,0
24,80000,2,3,0,5000,11.99,0.06,0
24,138000,0,2,0,14000,12.69,0.1,1
23,64000,0,5,3,9000,15.57,0.14,1
34,29120,0,3,0,5500,11.11,0.19,0
22,36996,0,1,2,10000,5.99,0.27,0
22,70000,0,0,3,8000,16.29,0.11,0
30,40000,0,3,0,12000,10.25,0.3,0
27,96000,2,4,2,9000,5.99,0.09,0
30,52000,0,5,1,7000,12.98,0.13,0
27,70000,0,1,0,5000,10.39,0.07,0
25,73000,2,2,0,10000,9.88,0.14,0
36,21600,2,1,2,6000,7.88,0.28,0
22,65000,0,4,0,9600,12.42,0.15,0
22,30000,0,1,2,6000,7.51,0.2,0
33,30000,2,2,0,10000,10.65,0.33,0
26,125000,0,1,2,8000,7.29,0.06,0
28,60000,1,5,2,4000,7.9,0.07,0
25,57000,0,5,3,20000,14.54,0.36,1
24,67000,0,3,3,10400,15.21,0.15,0
22,48000,2,0,2,3500,8.94,0.07,0
31,70000,0,5,0,19200,12.69,0.28,0
30,76500,2,1,2,14750,6.62,0.2,0
26,52000,0,2,0,16000,12.69,0.31,1
27,63945,0,3,2,3500,7.9,0.05,0
24,58000,0,3,0,14000,10.38,0.24,0
24,53408,2,0,2,1400,8.9,0.03,0
32,33000,0,4,3,7000,14.96,0.21,1
37,60000,0,1,1,5000,12.87,0.08,0
30,60000,0,2,1,7000,12.68,0.12,0
25,40000,0,4,2,5000,7.29,0.13,0
40,110000,0,2,2,14000,5.42,0.13,0
38,38000,2,3,2,6000,5.99,0.16,0
27,63000,2,1,2,5250,5.99,0.09,0
37,30000,0,3,2,5000,9.32,0.17,0
21,38400,2,0,3,3500,15.65,0.09,0
37,90000,2,3,0,4000,11.71,0.04,0
21,30000,0,2,1,5000,10.78,0.17,0
26,58125,2,2,2,3000,7.51,0.05,0
22,32000,1,3,1,15000,13.48,0.47,0
28,75000,2,2,0,6000,10.62,0.08,0
22,62000,2,2,2,10000,6.99,0.16,0
27,75000,1,0,0,12000,12.69,0.16,0
32,100000,0,4,1,14400,13.85,0.14,0
39,30000,2,0,2,3000,7.51,0.1,0
22,62000,0,0,2,6200,7.29,0.1,0
27,50000,0,1,1,8000,12.87,0.16,0
24,72400,2,0,1,25000,13.85,0.35,0
28,61000,0,5,4,20000,14.7,0.33,1
25,75996,2,5,2,10000,7.74,0.13,0
27,44000,0,0,2,2000,7.66,0.05,0
27,62200,0,2,0,15000,12.21,0.24,0
22,25000,2,0,1,14000,12.84,0.05,1
33,130000,2,5,0,15000,10.0,0.12,0
22,100000,0,2,1,14400,13.61,0.14,0
24,40000,0,3,2,10000,7.49,0.25,0
28,24000,0,4,3,1000,16.29,0.04,1
22,120000,0,0,1,10000,13.16,0.08,0
29,40000,2,4,3,10000,15.95,0.25,1
22,14400,1,1,2,1200,7.74,0.08,0
25,56000,0,2,0,4800,11.49,0.09,0
23,100000,2,3,1,5000,13.57,0.05,0
29,19200,0,3,1,4000,14.35,0.21,1
25,57000,0,5,1,20000,14.27,0.35,1
22,51600,0,3,3,3000,16.29,0.06,1
32,50000,0,5,1,5275,12.53,0.11,0
30,60000,2,4,0,5100,11.12,0.09,0
23,108000,0,3,3,35000,15.62,0.32,1
28,76000,0,4,1,8200,13.11,0.11,0
23,100000,2,2,2,17000,7.49,0.17,0
24,41000,0,1,0,5000,9.25,0.12,0
31,65000,0,2,1,12000,14.27,0.18,0
24,70000,3,4,2,9500,8.07,0.14,0
35,40000,2,0,2,5000,7.51,0.13,0
27,45000,0,2,0,4000,10.59,0.09,0
22,48000,0,1,4,10000,17.56,0.21,1
24,15000,0,1,0,3000,11.12,0.2,1
30,140000,2,3,1,12000,13.49,0.09,0
27,56400,0,0,1,4000,12.23,0.07,0
22,50000,0,4,0,15000,9.88,0.3,0
37,85000,2,1,0,24000,11.49,0.28,0
24,50000,2,0,0,5000,12.18,0.1,0
28,70000,0,3,0,3000,10.99,0.04,0
24,39000,0,1,0,7500,9.96,0.18,0
29,89000,2,5,2,14000,7.88,0.16,0
31,60000,0,4,0,15000,11.89,0.25,0
24,40000,2,4,2,3000,5.99,0.07,0
28,30000,2,2,0,4000,10.99,0.13,1
22,46330,2,0,2,6500,8.59,0.14,0
22,45000,0,1,1,2800,13.49,0.06,0
21,44000,2,0,3,8000,15.37,0.18,0
30,73000,0,0,2,10000,8.49,0.14,0
25,24000,0,0,0,10000,10.38,0.42,1
26,130000,2,2,2,10000,6.03,0.08,0
28,80000,0,3,1,4000,13.92,0.05,0
27,57000,0,0,0,12800,10.75,0.22,0
28,90000,2,5,3,10000,15.33,0.11,0
27,130000,2,2,0,8000,11.99,0.06,0
29,33996,0,3,3,6000,14.96,0.18,1
36,110000,0,2,1,12000,13.48,0.11,0
22,85000,0,0,2,9600,9.32,0.11,0
23,36000,0,1,1,1500,13.16,0.04,0
31,72000,2,2,2,5000,7.14,0.07,0
22,75000,2,1,2,10000,6.03,0.13,0
24,81996,2,2,2,10000,7.88,0.12,0
27,125000,2,3,1,20000,13.85,0.16,0
28,55000,1,3,2,7750,8.94,0.15,0
27,36000,0,2,0,5000,10.75,0.14,0
22,60000,0,1,0,4000,11.71,0.07,0
30,69000,2,4,1,14000,13.57,0.2,0
38,52000,2,0,0,12000,12.53,0.23,0
23,50000,0,4,2,8000,7.14,0.16,0
27,40000,0,0,1,8000,12.99,0.2,0
22,69000,2,0,3,8000,14.91,0.12,1
21,50000,0,3,2,10000,6.03,0.2,0
32,33666,0,5,1,8000,13.98,0.24,1
26,174000,0,4,2,10000,8.9,0.06,0
29,42996,0,3,1,6000,14.11,0.14,0
25,82656,3,4,1,6000,12.09,0.07,0
25,50000,2,2,0,5000,9.91,0.1,0
33,75000,0,3,2,12000,9.63,0.16,0
37,65000,0,2,2,9000,9.63,0.14,0
34,87360,0,2,1,12000,12.99,0.14,0
25,60000,2,5,0,15000,9.63,0.25,0
27,25000,0,2,1,10000,13.49,0.4,1
40,37000,0,3,0,5000,9.99,0.14,0
30,57000,2,5,0,10500,10.25,0.18,0
29,140000,0,4,1,8400,13.11,0.06,0
22,61754,2,1,3,10000,14.83,0.14,1
23,30000,0,4,1,3000,13.11,0.1,1
34,50000,2,4,0,8000,10.71,0.16,0
22,70000,2,2,1,25000,13.49,0.36,0
36,85000,2,4,1,7500,13.49,0.09,0
31,20000,0,1,0,4000,10.99,0.2,0
37,60000,0,0,1,5000,13.8,0.08,0
22,65004,2,1,0,8000,9.99,0.12,0
22,130000,2,2,3,12800,15.7,0.1,0
31,60000,2,3,0,7500,11.49,0.13,0
27,76464,0,0,1,10000,13.22,0.13,0
33,30000,1,3,0,5000,10.38,0.17,0
23,48000,2,1,2,7200,6.99,0.15,0
31,37200,0,1,2,9000,6.17,0.24,0
29,120000,0,5,4,25000,17.04,0.21,0
25,57700,2,5,2,3600,6.99,0.06,0
25,65800,0,3,0,17000,11.83,0.25,0
22,33000,2,2,3,5600,15.21,0.17,0
22,36000,0,3,0,13000,11.14,0.36,1
38,150000,2,3,2,12000,7.29,0.08,0
28,44000,0,4,3,5000,15.99,0.11,1
25,63900,2,3,3,6200,15.62,0.1,0
29,30000,0,2,2,9050,7.29,0.3,0
28,118000,2,4,0,15000,10.25,0.13,0
27,90000,2,3,0,12000,10.65,0.13,0
23,83600,0,2,2,15000,8.49,0.19,1
24,54996,0,3,0,3000,9.96,0.05,0
24,53004,2,4,1,8400,11.97,0.16,0
23,44004,2,1,2,8000,7.51,0.18,0
29,76000,2,0,2,6625,5.42,0.09,0
22,28800,0,3,0,2500,10.99,0.09,0
23,52000,0,1,1,10000,12.99,0.19,0
24,104000,2,1,1,35000,14.27,0.34,0
22,40000,2,1,0,7200,9.88,0.18,0
24,72000,0,1,0,4800,10.99,0.07,0
31,40000,0,4,1,12000,13.49,0.3,0
21,42000,0,0,2,4000,7.9,0.1,0
22,26000,2,0,2,4500,7.51,0.17,0
22,62000,2,4,2,6000,5.79,0.1,0
26,80000,2,3,0,15000,11.12,0.19,0
22,48000,1,3,0,8000,11.36,0.17,0
30,120996,2,4,2,4000,7.14,0.03,0
42,100000,2,5,1,10000,13.57,0.1,0
30,43000,0,1,0,13000,10.62,0.3,0
24,34000,0,1,3,6000,14.42,0.18,1
31,100000,0,3,0,13000,10.0,0.13,0
25,50000,0,2,0,10000,9.99,0.2,0
23,80000,2,0,0,10000,11.99,0.13,0
39,150000,2,3,0,20000,11.48,0.13,0
22,30000,0,2,3,4800,18.25,0.16,0
27,60000,2,2,2,3500,7.68,0.06,0
37,68000,0,3,0,15000,11.89,0.22,0
31,65000,0,3,2,10000,6.03,0.15,0
24,38400,2,3,0,3000,12.69,0.08,0
26,75000,0,4,0,7800,10.99,0.11,0
32,90000,2,2,2,3350,5.42,0.03,0
31,48000,2,3,0,1000,11.99,0.02,0
24,56000,2,2,3,15000,15.65,0.27,1
21,30000,2,4,1,1000,13.79,0.03,0
29,60000,0,1,0,8000,10.99,0.13,0
34,24000,0,3,0,5500,10.36,0.23,0
36,70000,2,1,2,4000,7.9,0.06,0
27,49000,2,4,2,6500,6.03,0.14,0
37,114996,2,2,0,4500,11.71,0.04,0
22,33280,0,4,1,8500,13.92,0.25,0
31,68000,0,3,1,10000,12.99,0.15,0
33,49500,0,3,1,15000,15.96,0.3,0
34,96000,0,3,0,12000,10.99,0.13,0
33,82000,2,1,0,6000,10.99,0.07,0
24,90000,0,3,2,12000,6.62,0.13,0
24,69996,0,2,1,6000,12.29,0.09,0
23,50000,0,4,1,1200,14.65,0.02,0
27,29000,0,1,3,4000,14.46,0.14,1
24,85000,2,5,2,3000,7.9,0.04,0
29,50000,0,2,3,7000,14.96,0.14,0
28,75000,2,3,2,4500,6.76,0.06,0
28,65000,1,5,2,10000,6.99,0.15,0
27,140000,2,1,2,25000,8.94,0.18,0
22,50000,0,3,1,15000,13.06,0.3,0
30,156000,2,5,0,15000,10.62,0.1,0
44,105000,2,5,2,5000,7.88,0.05,0
26,100000,2,4,2,20000,6.91,0.2,0
22,90000,2,0,2,14000,6.17,0.16,0
24,48000,0,0,1,6600,13.49,0.14,0
30,88000,2,5,3,15000,15.99,0.17,0
23,60000,2,0,2,7000,5.99,0.12,0
23,75000,2,0,0,5000,10.59,0.07,0
26,72000,2,3,3,15000,14.74,0.21,0
37,80000,2,3,0,11000,10.99,0.14,0
23,49232,0,0,0,8500,9.99,0.17,0
22,43200,0,0,0,10000,10.74,0.23,0
31,71884,2,2,0,15000,10.65,0.21,0
23,67000,0,1,0,20000,12.21,0.3,0
32,69996,2,3,1,6000,13.98,0.09,0
33,24000,0,3,4,4000,19.03,0.17,1
24,72000,2,1,0,15000,11.86,0.21,0
26,41600,2,3,3,6000,16.07,0.14,0
24,90000,0,2,0,7000,10.99,0.08,0
30,18000,0,3,4,5000,16.32,0.28,1
22,60000,0,4,0,7000,9.99,0.12,0
23,37440,0,0,2,8000,8.49,0.21,0
28,131040,2,1,1,8000,13.35,0.06,0
23,52800,0,0,2,7000,8.59,0.13,0
44,33600,0,3,0,1000,10.99,0.03,0
22,30000,0,4,1,6000,15.23,0.2,0
28,20000,0,1,2,5000,7.74,0.25,0
27,42000,0,2,3,4500,14.61,0.11,0
27,50004,2,2,3,12000,15.62,0.24,0
33,82000,0,0,0,12000,11.99,0.15,0
25,44000,2,1,2,10000,8.94,0.23,0
24,60000,0,2,0,7000,9.99,0.12,0
25,40000,2,0,1,2500,13.49,0.06,0
24,75000,0,3,0,12000,11.71,0.16,0
26,60000,2,1,2,4800,6.54,0.08,0
30,50000,1,3,0,6000,10.59,0.12,0
33,30000,0,1,0,5000,12.53,0.17,0
25,60000,2,5,2,10000,6.17,0.17,0
25,135000,2,5,2,12000,7.88,0.09,0
26,42000,1,0,1,10000,13.98,0.24,0
39,40500,0,2,1,8000,14.26,0.2,0
28,78000,2,2,1,5000,15.96,0.06,0
32,40000,2,0,2,10000,5.79,0.25,0
24,36000,2,2,2,3000,6.99,0.09,0
23,63000,0,0,0,3000,9.91,0.05,0
22,50000,2,0,0,9000,10.65,0.18,0
21,39996,0,0,2,2500,7.14,0.06,0
29,63600,0,4,1,12000,13.23,0.19,1
23,85000,2,0,0,35000,10.65,0.39,0
25,54000,0,4,0,5000,10.99,0.09,0
30,180000,2,2,2,14400,6.62,0.08,0
22,56004,0,4,0,10000,11.83,0.18,0
24,54000,2,4,2,6000,5.42,0.11,0
28,70000,0,0,0,25000,10.75,0.36,1
23,35000,0,3,0,5600,11.11,0.16,0
27,60000,2,2,2,10000,7.49,0.17,0
23,26000,0,2,2,2500,6.76,0.1,0
23,37000,0,1,2,4500,5.42,0.12,0
23,65000,0,1,0,10000,12.69,0.15,0
38,60000,1,1,0,10000,12.53,0.17,0
24,75000,0,3,0,14000,12.42,0.19,0
24,60000,2,1,2,12000,8.94,0.2,0
30,66000,0,2,2,5000,6.62,0.08,0
30,95000,2,5,0,2500,11.49,0.03,0
30,60000,0,3,3,15000,16.49,0.25,0
23,100000,2,3,0,4000,10.65,0.04,0
21,24000,1,2,1,3000,14.72,0.13,0
24,60000,2,0,1,9800,13.98,0.16,0
22,57312,0,0,1,3000,12.53,0.05,0
36,30123,0,1,0,2000,11.12,0.07,0
43,75000,2,3,0,12000,12.69,0.16,0
25,58000,2,5,0,15000,9.99,0.26,0
21,58951,2,0,2,3000,7.49,0.05,0
30,60000,0,1,0,15000,12.21,0.25,0
23,140000,0,4,2,10000,7.68,0.07,0
32,79800,2,2,0,2700,10.99,0.03,0
36,60000,0,0,0,19200,10.99,0.31,1
25,60000,2,1,0,8500,10.59,0.14,0
25,45000,0,2,0,4000,12.21,0.09,0
39,50000,0,0,2,12000,7.51,0.24,0
24,29000,0,2,3,11000,14.11,0.38,1
25,30000,0,1,0,5000,11.99,0.17,0
27,89000,2,5,2,10000,7.49,0.11,0
35,150000,0,2,4,35000,18.39,0.23,0
33,90000,0,1,0,6000,12.42,0.07,0
35,200000,0,4,0,20000,10.37,0.1,0
22,77350,0,0,0,14400,10.59,0.18,0
29,130000,0,3,2,15000,7.49,0.12,0
31,83957,0,4,0,14000,11.71,0.16,0
24,42000,0,4,0,6000,10.25,0.14,0
25,84000,0,3,2,7000,8.49,0.08,0
30,125000,2,2,2,13000,8.38,0.1,0
40,115000,0,0,2,9975,7.49,0.09,0
30,90000,2,5,1,15000,13.61,0.17,0
26,130000,2,3,3,9000,16.77,0.07,0
24,72000,0,0,2,6000,6.76,0.08,0
23,78000,2,4,2,5000,5.42,0.06,1
24,60000,2,3,3,12000,16.77,0.2,0
24,60000,0,3,1,8000,14.65,0.13,0
28,54000,0,4,3,5000,15.62,0.09,1
31,105000,2,0,2,9600,7.51,0.09,0
23,51000,2,3,0,15000,10.99,0.29,0
23,68000,0,0,0,18000,10.65,0.26,0
23,39000,0,2,0,6000,10.37,0.15,1
22,50000,2,4,0,11200,10.99,0.22,0
29,40000,0,4,2,3600,5.79,0.09,0
29,55000,0,4,0,5000,10.74,0.09,0
21,37000,0,1,1,14000,12.61,0.38,1
26,95000,0,5,3,24250,14.96,0.25,1
32,65000,0,0,3,15000,15.65,0.23,1
22,50000,0,0,2,6000,7.29,0.12,0
22,45000,0,0,2,5000,7.14,0.11,0
23,52000,2,1,2,12000,6.92,0.23,0
23,52000,0,0,1,7000,13.47,0.13,0
22,60000,0,0,1,14000,14.27,0.23,0
26,50000,2,3,1,4200,12.99,0.09,0
21,87547,0,3,1,10000,13.61,0.11,0
23,50000,1,3,1,10000,13.61,0.2,0
24,60000,1,5,0,14000,11.26,0.23,0
29,33000,0,3,1,1500,12.99,0.04,0
23,48000,0,0,0,3000,12.69,0.06,0
24,75000,0,2,0,5000,10.65,0.07,0
27,85000,0,3,0,9000,10.36,0.11,0
30,44000,0,0,1,6400,13.61,0.15,1
38,59000,2,2,2,6000,5.42,0.1,0
26,96050,0,1,3,3600,15.37,0.03,1
23,60000,2,4,2,15000,8.49,0.25,0
27,40000,0,4,2,4000,5.42,0.1,0
24,150000,0,4,0,20000,12.69,0.13,0
25,80000,0,1,0,18000,10.59,0.23,0
24,65000,2,5,2,10000,5.79,0.15,0
23,30000,0,0,0,5000,8.88,0.17,0
28,42000,0,1,1,6000,12.87,0.14,0
26,26000,0,1,3,4500,15.37,0.17,1
40,54000,2,5,3,2400,17.58,0.04,1
25,42000,0,2,0,3000,11.83,0.07,0
24,62000,0,4,2,7000,8.0,0.11,0
22,46000,2,0,2,6000,5.42,0.13,0
40,84000,0,5,2,7000,6.91,0.08,0
22,45000,0,0,0,15000,11.48,0.33,1
24,44000,2,0,2,8500,5.42,0.19,0
30,54000,2,5,0,15000,10.62,0.28,1
36,100000,0,4,1,20000,13.06,0.2,0
25,65000,0,2,3,15000,15.65,0.23,1
42,39184,0,4,0,5000,10.25,0.13,0
22,70000,2,4,2,6000,7.88,0.09,0
22,60000,0,0,1,6000,12.87,0.1,0
24,50000,0,3,2,10000,7.88,0.2,0
36,80000,0,0,2,10000,6.17,0.13,0
24,60000,0,1,0,20000,10.62,0.33,1
24,52800,2,2,1,4600,14.17,0.09,0
21,50004,2,1,2,2500,7.51,0.05,0
23,75000,0,0,0,15000,10.37,0.2,0
22,60000,0,0,0,10000,12.42,0.17,0
23,68400,2,2,0,8000,11.11,0.12,1
23,59000,2,0,2,3500,5.99,0.06,0
23,30000,0,3,1,2000,14.65,0.07,0
21,38400,0,0,1,10000,13.23,0.26,0
23,60000,2,0,0,15000,9.62,0.25,0
28,36000,2,3,2,2000,8.49,0.06,0
23,69996,0,2,3,15000,15.21,0.19,1
27,53500,0,4,0,1500,12.21,0.03,0
25,66000,1,4,3,12000,15.58,0.18,0
31,30000,0,5,2,13000,7.51,0.43,1
23,48000,0,1,0,5000,10.38,0.1,0
22,60000,0,3,0,10000,11.71,0.17,0
26,26000,0,4,1,5000,13.57,0.19,0
34,75000,0,2,1,10000,13.49,0.13,0
26,60000,0,5,0,2500,9.91,0.04,0
30,30000,1,3,0,5000,11.49,0.17,0
34,76000,2,4,0,20000,11.26,0.26,0
23,120000,2,4,0,6000,10.62,0.05,0
28,91800,0,1,4,14400,16.32,0.13,1
38,14400,0,2,1,3000,14.65,0.21,1
22,54996,2,0,0,15000,10.38,0.27,0
26,41000,2,3,2,11000,7.49,0.27,0
29,40000,1,3,2,5000,7.68,0.13,0
25,45000,0,0,3,1000,16.29,0.02,1
28,90000,0,1,0,10000,12.42,0.11,0
24,50000,2,4,0,5000,9.91,0.1,0
46,63000,0,3,5,7700,18.78,0.12,0
21,25200,0,0,1,1000,14.27,0.04,0
24,62400,2,3,1,5000,12.53,0.08,0
24,63000,1,3,2,10000,7.51,0.16,0
24,115000,2,1,2,10000,6.99,0.09,0
22,80000,2,3,0,15000,10.39,0.19,0
29,52000,0,2,0,10000,12.42,0.19,1
37,58000,0,1,4,2500,19.03,0.04,1
28,90000,0,0,0,12000,10.99,0.13,0
32,80000,0,2,2,35000,8.49,0.44,0
33,75000,0,5,0,4000,11.12,0.05,0
33,81804,2,1,2,9000,7.88,0.11,0
46,34174,0,0,2,6500,8.59,0.19,0
24,36000,0,4,0,4000,10.0,0.11,1
26,37000,0,1,0,8500,10.75,0.23,1
25,40000,0,2,0,6000,8.88,0.15,0
29,110000,2,3,2,8500,6.54,0.08,0
28,75000,2,0,2,12000,7.88,0.16,0
34,72000,2,0,2,2500,7.51,0.03,0
29,120000,0,2,1,2000,14.22,0.02,0
31,94500,0,5,0,20000,11.89,0.21,0
27,72000,0,5,0,12000,10.59,0.17,0
21,37000,1,0,2,15000,9.63,0.4,0
30,60000,0,3,2,7000,7.14,0.12,0
23,49000,0,1,3,12000,14.61,0.24,1
24,30000,0,4,3,7000,14.91,0.23,1
30,105000,2,0,0,24250,12.18,0.23,0
26,91800,2,4,3,25000,16.89,0.23,1
35,47000,2,1,2,5300,7.49,0.11,0
24,54000,0,4,2,6000,7.66,0.11,0
29,45000,2,4,0,7200,12.42,0.16,0
24,50000,0,4,1,12000,12.73,0.24,0
25,31000,0,3,0,9200,11.89,0.31,1
27,100000,2,3,1,10000,13.57,0.1,0
37,60000,0,3,1,5000,13.99,0.08,0
22,49872,0,4,0,6800,11.58,0.14,0
30,60000,2,0,0,14000,10.37,0.23,0
40,60000,0,3,0,2500,11.49,0.04,0
24,68004,0,2,1,9600,12.23,0.14,0
24,57600,0,5,2,3000,5.99,0.05,0
23,120000,2,2,3,15000,15.2,0.13,0
28,58000,0,1,0,14400,10.65,0.25,0
26,65000,2,0,2,5000,5.42,0.08,0
33,160000,2,3,0,12000,9.63,0.07,0
22,60000,2,2,2,12000,6.62,0.2,0
23,70000,0,0,1,14400,13.85,0.21,0
22,58000,2,1,2,9500,7.9,0.16,0
36,30000,0,3,2,6400,9.32,0.21,0
21,35000,0,0,0,10000,9.63,0.29,0
24,25000,0,4,2,5000,6.91,0.2,0
28,30000,1,3,1,14400,12.98,0.48,0
26,40000,1,1,1,1500,13.23,0.04,0
22,50000,0,1,0,4800,10.37,0.1,0
29,72000,2,4,2,6000,9.63,0.08,0
31,60000,0,3,0,3600,9.99,0.06,0
23,50000,0,2,0,4000,11.49,0.08,0
24,80000,0,1,0,10000,10.25,0.13,0
24,91000,0,2,0,1800,11.49,0.02,0
24,72000,2,2,2,5000,6.54,0.07,0
28,60000,2,0,0,20000,10.59,0.33,0
32,72000,2,5,0,10000,10.36,0.14,0
24,55140,0,4,3,10000,16.49,0.18,1
23,60000,0,4,0,6000,11.36,0.1,0
23,26000,0,2,5,10000,18.62,0.38,1
25,42000,0,4,2,7000,9.32,0.17,0
24,37000,0,4,0,3000,11.49,0.08,0
25,75000,2,3,2,12000,5.79,0.16,0
27,48000,2,5,0,5000,10.08,0.1,0
29,38000,2,4,2,4500,7.14,0.12,0
24,35004,0,0,4,13000,20.69,0.37,0
23,90000,0,0,0,8000,12.42,0.09,0
54,84000,2,3,5,25000,16.08,0.3,1
25,48000,0,3,5,15500,21.36,0.34,1
30,155867,2,1,1,25000,13.11,0.16,0
25,60000,2,5,3,4800,14.59,0.08,0
22,24000,0,1,0,12250,11.36,0.51,1
31,40000,0,3,0,5000,10.65,0.13,0
32,75800,2,5,2,8000,6.54,0.11,0
24,110000,0,0,0,15000,11.49,0.14,0
34,60000,0,1,5,13000,18.25,0.22,1
29,45000,2,2,2,6000,5.42,0.13,0
30,80000,0,2,0,5000,9.99,0.06,0
42,32400,0,1,3,8400,16.29,0.26,1
22,62400,0,2,0,5000,10.39,0.08,0
22,46500,0,3,2,8500,7.88,0.18,0
22,25000,0,3,2,1000,7.4,0.04,0
25,60000,0,4,2,10000,6.54,0.17,0
27,70000,2,5,0,5000,10.74,0.07,0
29,30000,2,2,2,3000,7.29,0.1,0
30,33000,0,3,0,10000,11.12,0.3,0
28,75000,0,5,0,5000,11.49,0.07,0
24,33600,1,3,0,10000,11.12,0.3,0
24,72000,2,0,2,24000,7.9,0.33,0
31,120000,2,2,2,12000,5.79,0.1,0
24,83050,2,0,1,9600,13.49,0.11,0
